"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","SecondDateStr","SecondDate","DaysUntil2024","FullName"
"Volleman","Tisha","w","NED","11-14 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","FX",7,5.3,"7.866",0,13.166,"14 Aug 2022",2022-08-14,713,"Tisha Volleman"
"Volleman","Tisha","w","NED","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","UB",16,5.2,"8",0,13.2,"14 Aug 2022",2022-08-14,713,"Tisha Volleman"
"Volleman","Tisha","w","NED","11-14 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","UB",15,5.2,"8",0,13.2,"14 Aug 2022",2022-08-14,713,"Tisha Volleman"
"Volleman","Tisha","w","NED","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","VT",43,4.2,"8.633",0,12.833,"14 Aug 2022",2022-08-14,713,"Tisha Volleman"
"Volleman","Tisha","w","NED","26-29 Mar 2022","2022 Varna World Challenge Cup","qual","Varna, Bulgaria","UB",19,5.2,"6.35",0,11.55,"29 Mar 2022",2022-03-29,851,"Tisha Volleman"
"Volleman","Tisha","w","NED","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","BB",15,4.6,"7.9",0.1,12.4,"26 Feb 2023",2023-02-26,517,"Tisha Volleman"
"Volleman","Tisha","w","NED","23-26 Feb 2023","2023 Cottbus World Cup","final","Cottbus, Germany","FX",6,5,"7.9",0.1,12.8,"26 Feb 2023",2023-02-26,517,"Tisha Volleman"
"Volleman","Tisha","w","NED","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","FX",5,5,"8.133",0,13.133,"26 Feb 2023",2023-02-26,517,"Tisha Volleman"
"Volleman","Tisha","w","NED","23-26 Feb 2023","2023 Cottbus World Cup","final","Cottbus, Germany","UB",3,5.2,"7.7",0,12.9,"26 Feb 2023",2023-02-26,517,"Tisha Volleman"
"Volleman","Tisha","w","NED","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","UB",9,5.2,"7.5",0,12.7,"26 Feb 2023",2023-02-26,517,"Tisha Volleman"
"Volleman","Tisha","w","NED","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","BB",22,4.5,"7.8",0,12.3,"19 Mar 2023",2023-03-19,496,"Tisha Volleman"
"Volleman","Tisha","w","NED","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","final","Stuttgart, Germany","FX",5,4.9,"7.533",0,12.433,"19 Mar 2023",2023-03-19,496,"Tisha Volleman"
"Volleman","Tisha","w","NED","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",12,5.1,"7.55",0,12.65,"19 Mar 2023",2023-03-19,496,"Tisha Volleman"
"Volleman","Tisha","w","NED","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","UB",15,5.4,"7.55",0,12.95,"19 Mar 2023",2023-03-19,496,"Tisha Volleman"
"Volleman","Tisha","w","NED","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",18,4.2,"8.8",0,13,"19 Mar 2023",2023-03-19,496,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","BB",14,4.6,"7.633",0,12.233,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","BB",18,4.1,"6.366",0,10.466,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China","FX",4,5.3,"7.733",0,13.033,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","FX",9,4.7,"7.733",0,12.433,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","FX",3,5.2,"7.8",0,13,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China","UB",6,5.5,"7.2",0,12.7,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","UB",7,5.5,"7.733",0,13.233,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","UB",4,5.5,"7.5",0,13,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","AAfinal","Chengdu, China","VT",3,4.2,"8.8",0,13,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Volleman","Tisha","w","NED","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","VT",22,4.2,"8.5",0,12.7,"5 Aug 2023",2023-08-05,357,"Tisha Volleman"
"Voss","Sarah","w","GER","31 Mar 2022 - 3 Apr 2022","2022 Baku World Cup","final","Baku, Azerbaijan","BB",1,5.6,"8.133",0,13.733,"3 Apr 2022",2022-04-03,846,"Sarah Voss"
"Voss","Sarah","w","GER","31 Mar 2022 - 3 Apr 2022","2022 Baku World Cup","qual","Baku, Azerbaijan","BB",2,5.6,"7.833",0,13.433,"3 Apr 2022",2022-04-03,846,"Sarah Voss"
"Voss","Sarah","w","GER","31 Mar 2022 - 3 Apr 2022","2022 Baku World Cup","qual","Baku, Azerbaijan","UB",5,4.8,"8.133",0,12.933,"3 Apr 2022",2022-04-03,846,"Sarah Voss"
"Voss","Sarah","w","GER","31 Mar 2022 - 3 Apr 2022","2022 Baku World Cup","final","Baku, Azerbaijan","UB",4,4.9,"8.033",0,12.933,"3 Apr 2022",2022-04-03,846,"Sarah Voss"
"Voss","Sarah","w","GER","31 Mar 2022 - 3 Apr 2022","2022 Baku World Cup","qual","Baku, Azerbaijan","VT",13,4.2,"8.933",0,13.133,"3 Apr 2022",2022-04-03,846,"Sarah Voss"
"Voss","Sarah","w","GER","31 Mar 2022 - 3 Apr 2022","2022 Baku World Cup","qual","Baku, Azerbaijan","VT",13,4,"7.966",0.1,11.866,"3 Apr 2022",2022-04-03,846,"Sarah Voss"
"Voss","Sarah","w","GER","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","BB",11,5.2,"6.6",0,11.8,"12 June 2022",2022-06-12,776,"Sarah Voss"
"Voss","Sarah","w","GER","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","FX",4,5.1,"7.766",0.2,12.666,"12 June 2022",2022-06-12,776,"Sarah Voss"
"Voss","Sarah","w","GER","9-12 June 2022","2022 Osijek World Challenge Cup","final","Osijek, Croatia","FX",4,5.1,"7.733",0.1,12.733,"12 June 2022",2022-06-12,776,"Sarah Voss"
"Voss","Sarah","w","GER","9-12 June 2022","2022 Osijek World Challenge Cup","qual","Osijek, Croatia","UB",2,5.1,"8.4",0,13.5,"12 June 2022",2022-06-12,776,"Sarah Voss"
"Voss","Sarah","w","GER","9-12 June 2022","2022 Osijek World Challenge Cup","final","Osijek, Croatia","UB",2,5.4,"7.4",0,12.8,"12 June 2022",2022-06-12,776,"Sarah Voss"
"Voss","Sarah","w","GER","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","BB",33,5.1,"7.166",0,12.266,"14 Aug 2022",2022-08-14,713,"Sarah Voss"
"Voss","Sarah","w","GER","11-14 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","BB",5,5.6,"7.9",0,13.5,"14 Aug 2022",2022-08-14,713,"Sarah Voss"
"Voss","Sarah","w","GER","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","FX",44,4.3,"7.9",0.1,12.1,"14 Aug 2022",2022-08-14,713,"Sarah Voss"
"Voss","Sarah","w","GER","11-14 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","FX",24,4.9,"6.966",0.6,11.266,"14 Aug 2022",2022-08-14,713,"Sarah Voss"
"Voss","Sarah","w","GER","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","UB",19,5,"8.1",0,13.1,"14 Aug 2022",2022-08-14,713,"Sarah Voss"
"Voss","Sarah","w","GER","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","VT",16,4.2,"9.233",0,13.433,"14 Aug 2022",2022-08-14,713,"Sarah Voss"
"Voss","Sarah","w","GER","11-14 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","VT",1,5,"9.333",0,14.333,"14 Aug 2022",2022-08-14,713,"Sarah Voss"
"Voss","Sarah","w","GER","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","BB",15,5.3,"7.866",0,13.166,"8 Oct 2023",2023-10-08,293,"Sarah Voss"
"Voss","Sarah","w","GER","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",32,5.4,"7.466",0,12.866,"8 Oct 2023",2023-10-08,293,"Sarah Voss"
"Voss","Sarah","w","GER","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","FX",6,5.2,"8.133",0,13.333,"8 Oct 2023",2023-10-08,293,"Sarah Voss"
"Voss","Sarah","w","GER","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",19,5.3,"8",0.1,13.2,"8 Oct 2023",2023-10-08,293,"Sarah Voss"
"Voss","Sarah","w","GER","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","UB",24,4.7,"6.2",0,10.9,"8 Oct 2023",2023-10-08,293,"Sarah Voss"
"Voss","Sarah","w","GER","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",55,4.8,"7.933",0,12.733,"8 Oct 2023",2023-10-08,293,"Sarah Voss"
"Voss","Sarah","w","GER","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","VT",15,4.2,"9.2",0,13.4,"8 Oct 2023",2023-10-08,293,"Sarah Voss"
"Voss","Sarah","w","GER","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",38,4.2,"9.233",0,13.433,"8 Oct 2023",2023-10-08,293,"Sarah Voss"
"Voss","Sarah","w","GER","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","BB",19,5.2,"6.766",0,11.966,"16 Apr 2023",2023-04-16,468,"Sarah Voss"
"Voss","Sarah","w","GER","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","BB",40,4.8,"6.866",0,11.666,"16 Apr 2023",2023-04-16,468,"Sarah Voss"
"Voss","Sarah","w","GER","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",13,5,"7.466",0,12.466,"16 Apr 2023",2023-04-16,468,"Sarah Voss"
"Voss","Sarah","w","GER","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",85,4.8,"6.9",0.3,11.4,"16 Apr 2023",2023-04-16,468,"Sarah Voss"
"Voss","Sarah","w","GER","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","UB",21,5.3,"6.7",0,12,"16 Apr 2023",2023-04-16,468,"Sarah Voss"
"Voss","Sarah","w","GER","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","UB",17,5.1,"8.166",0,13.266,"16 Apr 2023",2023-04-16,468,"Sarah Voss"
"Voss","Sarah","w","GER","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","VT",7,4.2,"9.3",0,13.5,"16 Apr 2023",2023-04-16,468,"Sarah Voss"
"Voss","Sarah","w","GER","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",15,4.2,"9.2",0,13.4,"16 Apr 2023",2023-04-16,468,"Sarah Voss"
"Tanigawa","Wataru","m","JPN","24-29 Sep 2023","HANGZHOU 2022 19th Asian Games","qual","Hangzhou, China","HB",5,5.7,"8.533",0,14.233,"29 Sep 2023",2023-09-29,302,"Wataru Tanigawa"
"Wevers","Sanne","w","NED","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","final","Antwerp, Belgium","BB",4,5.9,"8.2",0,14.1,"8 Oct 2023",2023-10-08,293,"Sanne Wevers"
"Wevers","Sanne","w","NED","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","BB",11,5.3,"8.433",0,13.733,"8 Oct 2023",2023-10-08,293,"Sanne Wevers"
"Wevers","Sanne","w","NED","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","BB",NA,5.7,"7.233",0,12.933,"8 Oct 2023",2023-10-08,293,"Sanne Wevers"
"Wevers","Sanne","w","NED","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","BB",1,5.8,"8",0,13.8,"16 Apr 2023",2023-04-16,468,"Sanne Wevers"
"Wevers","Sanne","w","NED","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","BB",3,5.9,"7.533",0,13.433,"16 Apr 2023",2023-04-16,468,"Sanne Wevers"
"Whitehead","Emily","w","AUS","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",38,5,"7.766",0,12.766,"8 Oct 2023",2023-10-08,293,"Emily Whitehead"
"Whitehead","Emily","w","AUS","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","UB",50,5.3,"7.5",0,12.8,"8 Oct 2023",2023-10-08,293,"Emily Whitehead"
"Whitehead","Emily","w","AUS","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",140,4.6,"7.866",0.3,12.166,"8 Oct 2023",2023-10-08,293,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","BB",5,4.8,"7.6",0,12.4,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","BB",15,4.7,"7.25",0,11.95,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","FX",12,5,"6.95",0.1,11.85,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","FX",3,5,"8.1",0.1,13,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",4,5,"7.85",0.1,12.75,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","UB",14,4.8,"6.15",0,10.95,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","UB",12,5.1,"7",0,12.1,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","VT",13,4.6,"8.15",0.3,12.45,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","m","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAqual","Birmingham, England","VT",NA,4.6,"8.9",0.1,13.4,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","VT",8,4.6,"7.566",0.3,11.866,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","VT",5,4.6,"8.9",0.1,13.4,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","VT",8,4,"8.233",0.3,11.933,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehead","Emily","w","AUS","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","VT",5,4,"8.7",0.1,12.6,"2 Aug 2022",2022-08-02,725,"Emily Whitehead"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","FX",3,6,"7.866",0.1,13.766,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","FX",3,6,"7.95",0,13.95,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","HB",21,4.4,"7.55",0,11.95,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","PB",31,4.9,"5.25",0,10.15,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","PH",8,3.4,"5.733",0,9.133,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","PH",5,4.6,"8.15",0,12.75,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","SR",5,4.9,"8.266",0,13.166,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","SR",6,4.9,"8.4",0,13.3,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","VT",7,5.2,"8.1",0.1,13.2,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","VT",4,5.2,"9.3",0,14.5,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England","VT",7,5.2,"8.2",0.1,13.3,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England","VT",4,5.2,"9.4",0.1,14.5,"27 Mar 2022",2022-03-27,853,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","2-5 Mar 2022","2022 Doha World Cup","final","Doha, Qatar","FX",8,6,"6.7",0,12.7,"5 Mar 2022",2022-03-05,875,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","2-5 Mar 2022","2022 Doha World Cup","qual","Doha, Qatar","FX",2,6,"8.166",0,14.166,"5 Mar 2022",2022-03-05,875,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","2-5 Mar 2022","2022 Doha World Cup","qual","Doha, Qatar","VT",18,5.2,"9.033",0,14.233,"5 Mar 2022",2022-03-05,875,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","16-19 June 2022","2022 Koper World Challenge Cup","qual","Koper, Slovenia","FX",17,5.6,"7.05",0,12.65,"19 June 2022",2022-06-19,769,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","16-19 June 2022","2022 Koper World Challenge Cup","qual","Koper, Slovenia","PB",12,5.3,"7.7",0,13,"19 June 2022",2022-06-19,769,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","16-19 June 2022","2022 Koper World Challenge Cup","qual","Koper, Slovenia","SR",9,4.9,"8.4",0,13.3,"19 June 2022",2022-06-19,769,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","16-19 June 2022","2022 Koper World Challenge Cup","qual","Koper, Slovenia","VT",15,5.2,"7.95",0.1,13.05,"19 June 2022",2022-06-19,769,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","16-19 June 2022","2022 Koper World Challenge Cup","qual","Koper, Slovenia","VT",15,5.2,"7.8",0.1,12.9,"19 June 2022",2022-06-19,769,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","final","Liverpool, England","FX",1,6.5,"8.05",0,14.55,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","FX",1,6.5,"7.65",0,14.15,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","HB",25,4.9,"6.3",0,11.2,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","PB",15,5.5,"7.25",0,12.75,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","PH",15,4.6,"7.6",0,12.2,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","final","Liverpool, England","SR",6,5,"8.4",0,13.4,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","SR",4,5,"8.8",0,13.8,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","final","Liverpool, England","VT",3,5.2,"9.35",0,14.55,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","VT",5,5.2,"9.15",0,14.35,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","final","Liverpool, England","VT",3,5.2,"9.1",0.1,14.2,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England","VT",5,5.2,"8.450000000000001",0.1,13.55,"26 Mar 2023",2023-03-26,489,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","1-4 Mar 2023","2023 Doha World Cup","final","Doha, Qatar","FX",3,6.5,"7.466",0,13.966,"4 Mar 2023",2023-03-04,511,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","FX",3,6.5,"7.666",0,14.166,"4 Mar 2023",2023-03-04,511,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","PB",24,5.8,"6.3",0,12.1,"4 Mar 2023",2023-03-04,511,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","VT",12,5.2,"8.966",0,14.166,"4 Mar 2023",2023-03-04,511,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","VT",12,5.2,"8.7",0.1,13.8,"4 Mar 2023",2023-03-04,511,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","FX",1,6.5,"8.4",0,14.9,"16 Apr 2023",2023-04-16,468,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",7,6.5,"7.7",0.1,14.1,"16 Apr 2023",2023-04-16,468,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","HB",53,4.5,"8.233",0,12.733,"16 Apr 2023",2023-04-16,468,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PH",43,4.6,"8.366",0,12.966,"16 Apr 2023",2023-04-16,468,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",41,6.3,"6.35",0,12.65,"19 Mar 2023",2023-03-19,496,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","HB",32,4.9,"7.8",0,12.7,"19 Mar 2023",2023-03-19,496,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","final","Stuttgart, Germany","PB",6,5.5,"6.233",0,11.733,"19 Mar 2023",2023-03-19,496,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PB",11,5.9,"8.35",0,14.25,"19 Mar 2023",2023-03-19,496,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PH",33,4.3,"7.85",0,12.15,"19 Mar 2023",2023-03-19,496,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",4,5.2,"9.5",0,14.7,"19 Mar 2023",2023-03-19,496,"Luke Whitehouse"
"Whitehouse","Luke","m","GBR","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",4,5.2,"9.35",0,14.55,"19 Mar 2023",2023-03-19,496,"Luke Whitehouse"
"Whitlock","Max","m","GBR","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","HB",86,5.1,"7.633",0,12.733,"8 Oct 2023",2023-10-08,293,"Max Whitlock"
